player_name,avg_dk_pts_gained,min_dk_pts_gained,max_dk_pts_gained,win_dk,top5_dk,top10_dk,top20_dk,tournament_id,sim_type
Adam Long,4.369605487066164,-24.226335719006155,47.876930990663084,1.2,6.43,12.45,24.060000000000002,401056513,non_adjusted
Joaquin Niemann,4.244060101782114,-22.358352145928087,50.18205436750286,1.0699999999999998,6.04,12.04,23.25,401056513,non_adjusted
Adam Hadwin,4.500059537350863,-20.935745344185694,52.23378375995265,0.8500000000000001,5.24,11.540000000000001,22.96,401056513,non_adjusted
Byeong Hun An,4.226484888532495,-20.576919991779704,53.99562029457648,1.03,5.63,11.32,22.86,401056513,non_adjusted
Kevin Na,3.9630593896330826,-23.78941346548019,51.747044850190335,1.17,5.37,11.26,22.05,401056513,non_adjusted
Zach Johnson,3.8307518593068184,-20.298332328986426,50.159955991168864,1.15,5.71,10.75,21.22,401056513,non_adjusted
Chez Reavie,3.4354007259125687,-23.682674068942127,46.80300726992905,0.9199999999999999,5.28,10.76,20.82,401056513,non_adjusted
Bronson Burgoon,3.3272305248535394,-21.732466105253106,43.915948975964696,0.9299999999999999,5.09,10.32,20.59,401056513,non_adjusted
Beau Hossler,3.552957802491813,-23.608567748904175,49.979675527387826,0.88,4.95,10.59,20.51,401056513,non_adjusted
Brandon Hagy,3.3115520228576627,-22.874542245149854,54.65085839937785,1.17,5.4,11.08,20.49,401056513,non_adjusted
Sam Ryder,3.543611506563733,-23.65891169088224,49.0929309262597,0.84,5.24,10.7,20.34,401056513,non_adjusted
Martin Laird,3.4401348600700588,-29.475684273954887,48.652506683693666,1.04,5.220000000000001,10.059999999999999,20.23,401056513,non_adjusted
Lucas Glover,3.7303195864862277,-22.732867895009605,43.868073062005315,0.84,4.74,9.62,20.19,401056513,non_adjusted
Harold Varner III,3.544272933722334,-21.822386396465834,41.20970695675265,0.9299999999999999,4.84,9.950000000000001,20.16,401056513,non_adjusted
Keegan Bradley,3.197835646783206,-22.008483404849812,50.69426589858924,1.01,5.18,10.280000000000001,19.93,401056513,non_adjusted
Joel Dahmen,3.4415336586739915,-19.769969656967042,51.81226296112419,0.9299999999999999,4.47,9.67,19.81,401056513,non_adjusted
J.T. Poston,2.9251085075332077,-21.813535737419837,46.72015887392061,0.77,4.65,9.75,19.38,401056513,non_adjusted
Steve Stricker,3.543363993732206,-20.54261927975234,50.8472620728227,0.8200000000000001,4.37,9.19,18.990000000000002,401056513,non_adjusted
Cameron Smith,2.9719477116752686,-21.31330739623604,47.856821202543564,0.7000000000000001,4.2,8.86,18.66,401056513,non_adjusted
Bubba Watson,2.9583803213597544,-22.744319544355687,47.48911041883359,0.83,4.569999999999999,9.34,18.57,401056513,non_adjusted
J.B. Holmes,2.8295535648943764,-25.262740701921917,47.887900780370124,0.8699999999999999,4.62,9.26,18.57,401056513,non_adjusted
Denny McCarthy,3.1528840046899442,-20.967363856963267,43.94747276174649,0.65,4.14,9.01,18.5,401056513,non_adjusted
Keith Mitchell,2.825807727109149,-22.195648060404917,54.70347880070146,0.84,4.45,8.91,18.45,401056513,non_adjusted
Chesson Hadley,2.737127774546746,-23.052906914736283,49.917919533341674,0.84,4.58,9.22,18.41,401056513,non_adjusted
Jason Kokrak,2.7454326996766705,-23.1999477632486,47.176172164630955,0.62,4.31,8.92,18.37,401056513,non_adjusted
Aaron Baddeley,2.8019769353797606,-22.76290705740544,45.39822656722066,0.8099999999999999,4.2299999999999995,8.709999999999999,17.88,401056513,non_adjusted
Chase Wright,2.267779238680366,-23.526319857823385,43.042349690593845,0.69,4.17,8.290000000000001,17.79,401056513,non_adjusted
Matt Kuchar,3.0997417779037266,-20.893787780186376,38.955186128786956,0.52,3.8699999999999997,7.969999999999999,17.64,401056513,non_adjusted
Talor Gooch,2.6914152332557943,-20.55799435783207,42.76165275387928,0.5700000000000001,4.22,8.4,17.630000000000003,401056513,non_adjusted
Billy Horschel,2.7656069254145157,-21.653819185387995,43.85273383117316,0.62,3.74,8.02,17.4,401056513,non_adjusted
Kiradech Aphibarnrat,2.40928613359719,-26.177176224570047,45.211970198073786,0.7100000000000001,3.88,7.91,17.16,401056513,non_adjusted
C.T. Pan,2.5801942131462834,-21.419537822426204,45.5872461092363,0.58,3.56,7.920000000000001,17.07,401056513,non_adjusted
Branden Grace,2.384424611950572,-23.793845384123788,54.12708007245524,0.73,3.9600000000000004,8.27,16.91,401056513,non_adjusted
Rory Sabbatini,2.3704468735253053,-23.152253652952155,49.262582448718476,0.66,3.7600000000000002,7.88,16.400000000000002,401056513,non_adjusted
Max Homa,1.7183004021392159,-27.343957806099336,53.85504083612575,0.8099999999999999,4.12,8.290000000000001,16.25,401056513,non_adjusted
Stewart Cink,2.2057193133398116,-22.433839300056427,46.39800737811778,0.76,3.73,7.84,16.189999999999998,401056513,non_adjusted
Brandt Snedeker,2.252826597554292,-22.672675885858837,42.525894762982446,0.58,3.32,7.4399999999999995,16.150000000000002,401056513,non_adjusted
Nick Watney,2.0821966573924082,-20.64937060069174,47.02824920607169,0.66,3.46,7.53,15.93,401056513,non_adjusted
Russell Knox,1.8389909304511702,-23.012560473888367,45.052541545935384,0.54,3.4799999999999995,7.380000000000001,15.68,401056513,non_adjusted
Ryan Palmer,1.804318592644453,-29.36680932407683,54.23311253835703,0.8,3.73,7.66,15.43,401056513,non_adjusted
Abraham Ancer,2.1011945828883625,-21.657073506767464,42.24627029801311,0.47000000000000003,3.2300000000000004,6.909999999999999,15.4,401056513,non_adjusted
Patrick Rodgers,1.5957971170226826,-22.621028828692662,47.6022210573022,0.41000000000000003,3.2300000000000004,6.83,14.85,401056513,non_adjusted
Danny Lee,1.5735646809938597,-23.301118954286117,51.62266489826098,0.58,3.39,7.199999999999999,14.78,401056513,non_adjusted
Andrew Putnam,2.0700359352037734,-21.898662034794615,44.741357274971776,0.38999999999999996,2.77,6.239999999999999,14.729999999999999,401056513,non_adjusted
Peter Uihlein,1.585511205799428,-25.690711752880897,40.979127280841865,0.44999999999999996,2.8000000000000003,6.32,14.69,401056513,non_adjusted
